district,name,address,phone,mobile,email,website,contact_person,purpose,mission,url
Mumbai,"National Society for Equal Oportunities for the Handicapped, Mumbai",".: Postal Colony Road, Chembur Mumbai Pin: 400071 Maharashtra","912225220224,912225220225",,naseoh@bom7.vsnl.net.in,https://twitter.com/share,Sudha BalaChandra,"Disability, Education, Employment, Grants/Aids, Health",The mission of NASEOH is to create opportunities for comprehensive rehabilitation to the persons with disabilities of all categories to become responsibly independent and effective interdependent on family and society in order to lead a Life with Dignity. Tweet,https://ngosindia.org/maharashtra-ngos/national-society-for-equal-oportunities-for-the-handicapped-mumbai/
Mumbai,"National Solid Waste Association of India, Mumbai",".: B-703, Customs Colony A, Military Road, Marol, Andheri (E) Mumbai Pin: 400059 Maharashtra",912229207577,,nswai@envis.nic.in,http://www.nswai.com,Dr. Amiya Kumar Sahu,Solid waste management,"Development of solid waste management as a profession. Research and development in solid waste management. Development of expertise in solid waste management development of good solid waste management practices. Development of standards in solid waste management. Improvement in legislation and its enforcement in the field of solid waste management. Awareness and community involvement in solid waste management. Professional recognition nationally and internationally and to get affiliation to the international solid waste association. Development of a national policy on solid waste management in India. To collect, process and compile database on solid waste generation and management throughout the country. To disseminate information on all aspects of solid waste management through seminars, workshops, refresher courses, literature and audio visual techniques.To participate in committees set up by various authorities and institutions or other bodies on matters related to solid waste management. To render advice and consultancy in the field of solid waste management. To make recommendations to the concerned authorities and institutions regarding solid waste management legislation, rules & [...]",https://ngosindia.org/maharashtra-ngos/national-solid-waste-association-of-india-mumbai/
Mumbai,"National Student Association (India), Mumbai",".: 5, 66/B, West Gaothan, St. Francis Road, Parle-West Mumbai Pin: 400056 Maharashtra",,919004520099,nsai1998@yahoo.com,https://twitter.com/share,Pramod Shyamacharan Pandey,For betterment of the student,"Nsai has been form in the year 1998 for the betterment of the student, to provide them better facility and to give study material to poor student and all the things to be done for the betterment of the students. Tweet",https://ngosindia.org/maharashtra-ngos/national-student-association-india-mumbai/
Mumbai,"Natural Health Centre, Mumbai",".: 28/552 Samata Nagar, Kandivli (East) Mumbai Pin: 400101 Maharashtra",912228872741,,leorebello@vsnl.com,http://www.healthwisdom.net,Dr Leo Rebello,"Aged, Consumer issues, Development(General), Education, Food and Nutrition","To help everyone by promoting simple, safe, economic, effective, Holistic Health Sciences, like naturopathy yoga, Homeopathy, Ayurveda, etc. Tweet",https://ngosindia.org/maharashtra-ngos/natural-health-centre-mumbai/
Mumbai,"Navnirman samaj Vikas Kendra, Mumbai",".: Plot no 61, Room no 119, New Collector Compound, Malwani Malad West Mumbai Pin: 400095 Maharashtra",912228884809,,nsvk_mid@vsnl.net,https://twitter.com/share,Shridhar Kshirsagar,"Economics and Finance, Education, Employment, Health, Micro-enterprises, Minorities, Population, Poverty, Sanitation, Sustainable Development, Urban Development","Navnirman Samaj Vikas Kendra is grass root level organisation works in partnership with local people towards their sustainable development, health, micro credit, and family development. Tweet",https://ngosindia.org/maharashtra-ngos/navnirman-samaj-vikas-kendra-mumbai/
Mumbai,"Navpada Youth Association, Mumbai",".: 35th Patel Mansion, 10, Navpada, BAndhra Mumbai Pin: 400051 Maharashtra",912226580758,,shakiltutorial@gmail.com,https://twitter.com/share,Shakil Shaikh,"Education, literacy, health & family welfare, youth affairs, minority issues & sports.","To give education & medical help to the poor & deserving people, to work for the welfare of the society through various programmes, lecturesrs, awareness & other activity. To arrange different types of sports competition. Tweet",https://ngosindia.org/maharashtra-ngos/navpada-youth-association-mumbai/
Mumbai,"Navprerana Ek Samajik Sanstha, Mumbai",".: Shivkripa Society, Anandgad, Parksite, Vikhroli(W) Mumbai Pin: 400079 Maharashtra",912225175394,,htsaid@rediffmail.com,https://twitter.com/share,Vivek Thorat,Social work.,"To search & upgradation of social, educational, art & cultural values of urban & rural India including AIDS awareness, Human rights development, saving schemes for poor & needy persons, medical services, eco friendly scheme etc. Tweet",https://ngosindia.org/maharashtra-ngos/navprerana-ek-samajik-sanstha-mumbai/
Mumbai,"Network Of Women, Mumbai",".: 36, Carter Road, BAndhra (West) Mumbai Pin: 400050 Maharashtra","912226421882,912226458870",,rukib@bom3.vsnl.net.in,https://twitter.com/share,Shiela Auguiar,Women’s issues,"NOW is engaged in activities to raise awareness among the community on issues relating to women through networking, organising conferences, seminars and media conferences. Tweet",https://ngosindia.org/maharashtra-ngos/network-of-women-mumbai/
Mumbai,"New Era Foundation, Navi Mumbai",".: Airoli ,Sector – 14, Poorna Chs 3/3 Navi Mumbai Pin: 400708 Maharashtra",,919323408735,nef_a@yahoo.com,https://twitter.com/share,"Ameeta R, N Ramesh","Taking care of abandoned children, education to slum children social awareness programmes.","To serve underpriviliges children, impart education, socialand educational avtivities, to start fullfledged orphanage, school. Tweet",https://ngosindia.org/maharashtra-ngos/new-era-foundation-navi-mumbai/
Mumbai,"New Jerusalem Church, Mumbai","Church Lane, Tilak Nagar, Darga Cross Road, Bhandup Mumbai Maharashtra 400078",02225963213,9821902782,philiplazar@yahoo.in,https://www.newjerusalemchurch.in,Philiplazar,Social Work.,"Assuredly, I say to you, inasmuch as you did it to one of the least of theses, my brethren, you did it to me. Jesus christ. Tweet",https://ngosindia.org/maharashtra-ngos/new-jerusalem-church-mumbai/
Mumbai,"New Resolution India, Mumbai","85/B, First Floor, Kamgar Nagar, Opposite Vishal Tower, Kurla East Mumbai Maharashtra 400024",02225274628,9867718722,info@brightfutureindia.org,https://www.brightfutureindia.org,Kishor Palve,"Awareness Generation, Development (General), Education, Employment, Livelihood, Sustainable Development, Training, Youth Vocational Training, Career Guidance.","Our mission statement: to provide a nurturing environment for children and youth from marginalized communities to transform their passion into gainful employment through career guidance, life skill development, mentorship and placement opportunities. Equal employment opportunities to all. Connecting education to employment. To facilitate children and youth to choose a suitable career and develop their interests and enhance their employability skills by connecting them to role models and specialized internship opportunities. To educate parents and teachers to create an encouraging educational environment at home and school. To sustain conducive environments in schools, homes and communities for change leaders to emerge. Tweet",https://ngosindia.org/maharashtra-ngos/new-resolution-india-mumbai/
Mumbai,"Niramaya Health Foundation, Mumbai",".: 16-B, 3, Krishna Niwas, Naigaon, Dadar Mumbai Pin: 400014 Maharashtra","912224161110,912224168746",,niramayahealth@gmail.com,http://www.niramaya.org,Dr. Shamla A. Dupte,"Volunteers, health care","Niramaya Health Foundation is committed to ensuring a disease free childhood for a healthy and responsible adulthood. Our twin missions are to fight for an anemia free world for the children of India, and to sensitize adolescents on their reproductive rights and sexual health. Tweet",https://ngosindia.org/maharashtra-ngos/niramaya-health-foundation-mumbai/
Mumbai,"Nirmala Niketan Institute, Mumbai",".: College of Home Science and Polytechnic, Nirmala Niketan, 49 New marine Lines Mumbai Pin: 400020 Maharashtra","912222076503,02222003217",,nnchsc@bom5.vsnl.net.in,https://twitter.com/share,Ms Evelyn Menezes,"Aged, Art and culture, Child welfare, Consumer issues, Education, Environment, Food and Nutrition, Health, Women’s issues","Nirmala Niketan Institute aims at the total development of the Indian women by providing learning opportunities to empower her with knowledge, skills and attitudes to face personal and professional challenges with confidence. Including values of respect, commitment and career for the service of others and thereby enabling her to make a positive contribution to society in the 21st century. Tweet",https://ngosindia.org/maharashtra-ngos/nirmala-niketan-institute-mumbai/
Mumbai,"Nmsmm’s Shubharambh, Navi Mumbai",".: 208, Jadhav Niwas, Shivahakti Ngr, Turbhe Stores Navi Mumbai Pin: 400705 Maharashta",,"919821063224,9109820597236",ganeshakharat@yahoo.com,https://twitter.com/share,Ganesh Kharat,,Start educational activities with farmers children. Tweet,https://ngosindia.org/maharashtra-ngos/nmsmms-shubharambh-navi-mumbai/
Mumbai,"Oasis India, Mumbai",".: 1st floor, H. Kantilal Compound Mumbai Pin: 400072 Maharashtra",912228472562,,transformation@oasisindia.org,http://www.oasisindia.org,Divya Kottadiel,Transformation & empowerment of urban poor and marginalised.,"Oasis India works for the transformation and empowerment of individuals and communities in Indian cities through projects based on advocacy, health care, education, rehabilitation, training and resourcing. Tweet",https://ngosindia.org/maharashtra-ngos/oasis-india-mumbai/
Mumbai,"Om Creations Trust, Mumbai",".: Anand Niketan, E Moses Road Mumbai Pin: 400011 Maharashtra",912224923635,,omcreationstrust@gmail.com,http://www.omcreationstrust.org,Hoshang Chacha,,Employment to adult down syndrome /autistic / mentally challenged girls /ladies/ supporting other disabilities. Inspiring people for comparing the strata of this sect of population with that of normal one. Growth opportunities and beacon of light in population of disabled and parents in rural sector. To reach global for spreading awareness in educational rehabilitation of mentally challenged women. To be a motivated team of people providing life long holistic innovated services to the families of caring for young adults with the developmental disabling and enabling environment. Ensuing the development of skills for future vision to be national leaders in support services. Primarily in vocation training the young adults / senior citizens covering all corners of country. Creating a sequel to counseling on recreation sense of belonging to young adults and almost senior citizens. Om creations gradually becomes more than home. Values / commitment / dedication and quality services to ladies / young adult. Operating vocational centers and positive approach towards safe environment. It is a hard core profile of om creations to set focal point [...],https://ngosindia.org/maharashtra-ngos/om-creations-trust-mumbai/
Mumbai,"Oomang Community Center, Mumbai",".: Shop 2, Simran Appts, Sector 28 Mumbai Pin: 400706 Maharashtra",,919321127043,oomang.cns@gmail.com,http://www.oomang.org,Anitha Manickam,Funding for workshops and seminars for women and children.,To empower each and every women to live with diginity and full self expression. We make people to participate fully in their life. To provide opportunities to people such that they live up to their self-expression. Tweet,https://ngosindia.org/maharashtra-ngos/oomang-community-center-mumbai/
